ID_ESTADO,D_DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,TIPO_CANDIDATURA,CASILLA,ESTATUS_ACTA,ORDEN,LISTA_NOMINAL_CASILLA,ID_GRUPO,TIPO_RECUENTO,NUM_VOTOS_NULOS,NUM_VOTOS_CAN_NREG,NUMERO_VOTOS_VALIDOS,TOTAL_VOTOS,BOLETAS_INUTILIZADAS,PAN,PRI,PRD,PVEM,PT,MC,PANAL,PRI_PVEM,PRD_PT_MC,PRD_PT,PRD_MC,PT_MC,ID_MUNICIPIO,LISTA_NOMINAL,VOTOS_RESERVADOS,pan,pri,prd
9,5,3904,1,B,0,1,1,5,158,521,1,2,4,0,342,346,175,31,50,123,2,14,8,8,28,61,14,2,1,12,507,NA,31,80,223
7,4,680,1,B,0,1,2,6,149,418,1,2,29,0,269,298,NA,50,31,47,72,7,7,14,18,17,6,0,0,48,404,1,50,121,84
14,9,1366,1,C,0,1,1,1,392,529,NA,NA,7,0,324,331,NA,104,84,31,7,10,27,7,30,20,1,1,2,41,515,NA,104,121,92
11,8,2193,9,C,0,1,1,5,206,716,4,2,12,0,406,418,298,166,122,45,9,3,2,14,38,6,1,0,0,27,702,NA,166,169,57
2,5,882,1,B,0,1,1,5,24,580,1,2,3,0,289,292,266,102,72,64,2,3,6,7,12,19,0,1,1,4,566,NA,102,86,94
15,7,874,1,B,0,1,1,5,394,694,1,2,12,0,427,439,250,70,134,101,5,3,7,13,46,37,7,4,0,25,680,NA,70,185,159
13,4,1190,1,B,0,1,2,2,251,418,NA,NA,9,0,274,283,NA,54,130,43,6,3,2,8,20,6,2,0,0,60,404,NA,54,156,56
15,26,5278,4,C,0,1,1,5,104,701,4,2,10,0,446,456,241,88,182,69,5,7,3,25,40,19,6,2,0,107,687,NA,88,227,106
14,10,3138,1,B,0,1,1,1,122,674,NA,NA,4,0,467,471,NA,254,103,33,5,2,25,5,22,16,1,1,0,120,660,NA,254,130,78
26,5,583,9,C,0,1,1,5,334,744,4,2,6,1,332,338,404,126,91,46,0,7,3,8,24,19,4,3,0,49,730,NA,126,115,82
8,9,1049,1,B,0,1,2,1,144,399,NA,NA,8,0,219,227,NA,46,124,27,1,1,0,1,16,1,2,0,0,24,385,NA,46,141,31
23,1,680,1,B,0,1,1,5,604,653,2,2,5,0,324,329,266,49,72,106,5,9,5,5,21,40,8,4,0,8,639,NA,49,98,172
23,3,34,1,C,0,1,1,1,53,492,NA,NA,7,0,188,195,NA,37,41,40,7,0,3,4,27,18,7,4,0,1,478,NA,37,75,72
31,2,930,1,B,0,1,2,5,462,312,2,2,6,0,248,254,58,102,91,26,1,3,4,0,14,6,1,0,0,95,298,NA,102,106,40
2,7,1649,1,C,0,1,1,5,510,403,3,2,6,0,212,218,186,71,61,29,3,6,0,7,15,14,5,1,0,2,389,NA,71,79,55
9,19,2898,1,B,0,1,1,1,393,536,NA,NA,8,0,288,296,NA,31,38,107,3,19,4,3,18,57,7,1,0,7,522,NA,31,59,195
28,8,1346,1,B,0,1,1,6,136,645,1,2,4,0,408,412,NA,165,129,58,4,2,2,8,19,14,5,2,0,38,631,2,165,152,83
11,12,427,1,B,0,1,1,1,250,402,NA,NA,5,0,223,228,NA,95,58,24,6,0,3,12,12,10,0,2,1,7,388,NA,95,76,40
19,11,793,1,C,0,1,1,5,368,626,2,2,7,1,326,333,291,111,96,42,5,15,0,9,26,16,5,0,0,26,612,NA,111,127,78
16,5,1582,1,B,0,1,2,1,159,300,NA,NA,4,0,162,166,NA,76,67,1,0,1,1,2,14,0,0,0,0,70,286,NA,76,81,3
15,13,1691,1,C,0,1,1,5,360,674,3,2,13,0,418,431,243,51,106,115,7,4,3,18,58,43,11,1,1,34,660,NA,51,171,178
7,9,1754,1,B,0,1,1,5,427,601,1,2,3,1,406,409,188,58,71,121,15,12,18,10,52,42,6,0,0,102,587,NA,58,138,199
27,2,692,1,B,0,1,1,5,224,513,1,2,6,0,374,380,131,9,151,151,1,2,5,5,18,23,7,2,0,8,499,NA,9,170,190
9,20,2254,1,C,0,1,1,6,144,611,3,2,9,0,419,428,NA,39,71,123,4,30,10,6,40,78,12,5,1,7,597,1,39,115,259
30,6,2943,1,C,0,1,2,5,254,619,3,2,14,0,379,393,226,144,70,97,9,11,10,6,7,12,10,2,1,125,605,NA,144,86,143
30,8,49,1,E,0,1,2,5,12,442,4,3,11,0,338,349,93,233,66,11,3,0,5,2,12,5,1,0,0,4,428,NA,233,81,22
28,1,727,1,B,0,1,1,1,53,493,NA,NA,5,0,253,258,NA,107,94,22,2,4,1,5,13,4,0,0,1,25,479,NA,107,109,32
9,25,2877,1,B,0,1,1,5,19,577,1,2,5,1,373,378,191,65,63,127,5,12,7,9,27,49,7,0,1,7,563,NA,65,95,203
14,9,1232,1,C,0,1,1,1,136,464,NA,NA,13,0,268,281,NA,63,108,23,2,1,18,7,32,12,0,1,1,41,450,NA,63,142,56
26,3,393,2,C,0,1,1,1,199,606,NA,NA,5,0,423,428,NA,176,98,82,2,9,6,11,24,12,0,2,1,49,592,NA,176,124,112
15,16,1385,3,C,0,1,1,1,137,620,NA,NA,6,0,304,310,NA,32,107,69,4,8,3,8,34,28,8,3,0,34,606,NA,32,145,119
13,6,864,1,B,0,1,1,6,166,402,1,3,10,0,230,240,NA,67,60,46,3,4,2,15,19,12,1,0,1,47,388,2,67,82,66
8,3,1665,1,C,0,1,1,1,161,580,NA,NA,2,0,316,318,NA,116,82,54,5,6,9,12,14,16,0,1,1,37,566,NA,116,101,87
1,2,318,1,E,8,1,2,1,340,691,NA,NA,5,0,284,289,NA,77,89,30,7,6,10,18,24,22,1,0,0,1,677,NA,77,120,69
16,9,2274,1,B,0,1,1,5,332,684,2,2,17,1,344,361,323,84,84,81,7,9,0,13,30,22,12,1,0,103,670,NA,84,121,125
11,5,1771,1,C,0,1,1,1,330,546,NA,NA,6,0,333,339,NA,171,108,9,4,2,2,11,22,0,4,0,0,20,532,NA,171,134,17
6,1,101,2,E,0,1,2,1,232,83,NA,NA,1,0,50,51,NA,12,29,4,2,1,0,1,1,0,0,0,0,2,67,NA,12,32,5
31,4,303,3,C,0,1,1,1,81,740,NA,NA,6,1,538,544,NA,179,185,88,3,6,4,19,34,14,3,2,0,50,726,NA,179,222,117
20,10,1519,1,C,0,1,2,1,231,686,NA,NA,10,0,426,436,NA,67,90,144,13,13,14,7,22,40,12,3,1,322,672,NA,67,125,227
15,17,1683,1,C,0,1,1,5,186,611,3,2,7,0,365,372,238,34,92,106,2,7,5,15,48,46,7,3,0,34,597,NA,34,142,174
2,7,542,1,B,0,1,1,6,309,706,1,2,4,0,297,301,NA,87,68,45,9,5,7,7,53,13,2,1,0,2,692,3,87,130,73
4,2,490,1,B,0,1,2,5,499,311,2,2,3,0,212,215,95,53,82,17,1,4,8,3,25,12,3,1,3,10,297,NA,53,108,48
14,3,117,1,C,0,1,1,1,77,647,NA,NA,5,0,446,451,NA,124,231,17,4,3,19,7,34,3,1,3,0,8,633,NA,124,269,46
21,14,744,2,C,0,1,1,5,240,605,3,2,18,0,303,321,284,22,60,79,5,15,4,3,28,67,15,2,3,87,591,NA,22,93,185
11,5,3015,1,E,1,1,1,1,503,404,NA,NA,7,0,213,220,NA,86,80,6,6,1,0,4,29,1,0,0,0,20,390,NA,86,115,8
9,14,3981,1,B,0,1,2,5,364,691,1,2,14,1,374,388,303,40,58,141,1,10,4,6,38,62,11,2,0,12,677,NA,40,97,230
23,3,108,1,B,0,1,1,1,208,544,NA,NA,7,0,260,267,NA,57,47,84,5,2,3,6,25,25,6,0,0,1,530,NA,57,77,120
20,5,86,1,C,0,1,2,5,46,540,2,2,7,0,384,391,148,29,155,129,2,5,6,3,36,15,4,0,0,12,526,NA,29,193,159
27,2,727,3,C,0,1,2,1,310,596,NA,NA,26,0,382,408,NA,15,133,166,1,3,3,4,12,32,12,1,0,8,582,NA,15,146,217
25,4,2383,1,B,0,1,2,5,317,344,2,2,4,0,169,173,171,42,41,45,2,1,3,4,19,7,4,1,0,11,330,NA,42,62,61
16,7,1445,1,B,0,1,1,1,163,563,NA,NA,5,0,365,370,NA,50,101,156,8,4,3,5,14,16,6,1,1,66,549,NA,50,123,187
11,12,385,1,B,0,1,1,1,165,519,NA,NA,9,0,363,372,NA,180,71,67,3,7,4,10,12,6,1,1,1,7,505,NA,180,86,87
15,14,360,1,C,0,1,1,5,396,603,2,3,11,0,357,368,231,66,125,73,5,11,6,7,36,25,2,0,1,13,589,NA,66,166,118
19,6,1571,1,C,0,1,1,5,268,608,3,2,3,0,379,382,227,156,118,35,2,18,3,7,20,14,4,0,2,40,594,NA,156,140,76
21,6,1268,1,C,0,1,1,1,13,435,NA,NA,3,0,269,272,NA,86,54,43,6,11,1,6,24,30,8,0,0,115,421,NA,86,84,93
9,17,3563,1,C,0,1,1,1,417,678,NA,NA,8,1,463,471,NA,89,61,152,7,13,4,9,38,63,21,3,2,10,664,NA,89,106,258
15,30,3076,1,B,0,1,1,1,45,617,NA,NA,5,0,342,347,NA,32,124,72,10,9,7,10,42,33,3,0,0,60,603,NA,32,176,124
9,3,85,1,C,0,1,1,5,69,505,2,2,3,0,351,354,149,76,60,103,1,13,9,2,43,36,5,3,0,2,491,NA,76,104,169
14,9,1216,3,C,0,1,1,1,94,653,NA,NA,7,1,376,383,NA,96,143,23,14,4,24,11,41,16,1,2,0,41,639,NA,96,198,70
30,21,1246,1,B,0,1,1,6,134,452,1,3,10,0,300,310,NA,63,95,97,7,4,3,1,12,13,2,3,0,50,438,1,63,114,122
10,2,745,1,C,0,1,2,1,512,457,NA,NA,7,0,241,248,NA,48,114,29,3,3,2,1,28,10,3,0,0,12,443,NA,48,145,47
28,1,862,1,B,0,1,1,1,340,455,NA,NA,6,0,210,216,NA,90,62,20,2,1,3,7,14,5,0,0,6,27,441,NA,90,78,35
24,2,1773,2,C,0,1,2,1,430,578,NA,NA,12,0,396,408,NA,50,192,20,39,13,30,7,28,6,2,0,9,56,564,NA,50,259,80
30,16,315,1,C,0,1,2,1,47,632,NA,NA,6,0,426,432,NA,216,114,58,0,4,1,4,17,11,1,0,0,14,618,NA,216,131,75
25,4,2347,1,B,0,1,2,1,277,687,NA,NA,10,0,384,394,NA,80,170,119,4,4,2,5,0,0,0,0,0,11,673,NA,80,174,125
7,4,899,1,B,0,1,2,1,206,470,NA,NA,23,0,315,338,NA,95,98,22,53,6,2,17,19,2,0,0,1,61,456,NA,95,170,33
30,16,312,1,C,0,1,2,1,42,531,NA,NA,9,0,349,358,NA,212,59,35,2,8,4,6,13,6,1,2,1,14,517,NA,212,74,57
12,2,2164,1,E,1,1,1,5,386,627,4,2,12,0,316,328,297,50,113,99,6,6,0,3,24,12,3,0,0,56,613,NA,50,143,120
16,6,512,1,B,0,1,2,1,148,481,NA,NA,12,2,257,269,NA,133,75,14,10,1,0,4,17,1,0,0,0,34,467,NA,133,102,16
14,5,1988,2,C,0,1,1,5,363,730,3,2,13,0,371,384,346,110,78,44,7,8,42,15,35,27,1,2,2,69,716,NA,110,120,126
27,6,1070,1,B,0,1,1,1,452,702,NA,NA,12,0,499,511,NA,17,145,225,7,3,5,4,30,47,11,0,5,16,688,NA,17,182,296
16,12,1983,1,B,0,1,2,5,419,633,2,2,9,0,253,262,373,61,105,42,4,1,1,8,17,9,5,0,0,90,619,NA,61,126,58
14,10,3160,1,B,0,1,1,5,219,646,1,2,14,0,384,398,248,115,124,37,4,6,25,14,39,13,0,4,3,120,632,NA,115,167,88
14,12,2031,1,C,0,1,1,5,35,591,2,2,14,0,363,377,213,103,135,17,1,3,24,14,51,15,0,0,0,72,577,NA,103,187,59
9,22,2611,1,B,0,1,1,1,128,516,NA,NA,5,0,293,298,NA,29,54,109,2,6,5,2,20,49,13,4,0,7,502,NA,29,76,186
2,1,502,8,C,0,1,1,5,157,699,4,2,6,0,366,372,327,139,92,51,3,5,6,12,33,14,7,3,1,2,685,NA,139,128,87
14,5,1941,1,C,0,1,2,1,164,744,NA,NA,13,0,343,356,NA,64,75,54,3,5,58,9,24,33,3,9,6,69,730,NA,64,102,168
15,1,75,2,E,0,1,2,1,123,292,NA,NA,4,0,206,210,NA,16,100,53,1,2,0,2,20,7,5,0,0,3,278,NA,16,121,67
22,4,202,1,B,0,1,2,5,71,734,1,2,8,0,439,447,296,113,153,91,6,7,3,8,33,15,8,2,0,10,720,NA,113,192,126
15,28,6289,1,B,0,1,1,1,510,414,NA,NA,2,0,277,279,NA,30,113,60,1,4,8,6,30,17,6,2,0,82,400,NA,30,144,97
22,2,113,4,C,0,1,2,1,150,725,NA,NA,6,0,535,541,NA,274,82,101,3,17,9,11,17,15,3,2,1,5,711,NA,274,102,148
31,5,895,2,C,0,1,1,1,394,592,NA,NA,0,0,433,433,NA,167,162,44,0,9,5,3,25,15,3,0,0,89,578,NA,167,187,76
32,3,1800,1,B,0,1,2,5,444,418,3,2,10,0,286,296,120,66,78,62,6,12,6,11,31,11,2,1,0,56,404,NA,66,115,94
14,2,1713,5,C,0,1,2,1,104,720,NA,NA,8,0,410,418,NA,177,129,34,2,3,15,12,25,11,1,1,0,55,706,NA,177,156,65
30,2,1325,1,B,0,1,2,1,45,656,NA,NA,18,0,438,456,NA,101,97,155,37,4,1,1,20,12,9,1,0,57,642,NA,101,154,182
5,2,147,1,C,0,1,1,5,57,622,3,2,4,0,365,369,253,71,144,53,12,5,3,20,29,24,2,2,0,9,608,NA,71,185,89
15,35,4704,2,C,0,1,1,1,349,679,NA,NA,6,0,484,490,NA,98,206,81,1,7,5,16,50,15,4,0,1,102,665,NA,98,257,113
16,12,1991,1,E,0,1,2,5,436,547,4,2,10,0,240,250,297,14,118,75,3,1,2,2,13,4,8,0,0,90,533,NA,14,134,90
5,6,1238,1,B,0,1,1,1,116,625,NA,NA,6,0,405,411,NA,148,97,72,3,11,10,9,23,26,5,0,1,35,611,NA,148,123,125
21,1,783,1,E,0,1,2,1,181,396,NA,NA,21,0,252,273,NA,89,120,16,3,3,2,2,13,3,1,0,0,91,382,NA,89,136,25
21,7,2052,1,C,0,1,2,6,280,539,2,2,11,0,313,324,NA,69,46,98,2,9,3,13,25,38,8,1,1,162,525,2,69,73,158
23,2,439,1,B,0,1,2,5,392,702,2,3,16,0,447,463,239,48,149,126,5,23,5,2,39,26,22,2,0,7,688,NA,48,193,204
32,2,1712,1,B,0,1,2,1,693,642,NA,NA,7,0,418,425,NA,92,146,109,6,1,0,12,39,8,4,1,0,55,628,NA,92,191,123
2,8,1696,1,B,0,1,1,6,497,591,1,3,5,0,266,271,NA,54,85,47,1,8,12,10,31,13,4,1,0,4,577,1,54,117,85
12,3,1600,1,C,0,1,1,1,201,510,NA,NA,6,0,219,225,NA,19,63,67,0,2,4,4,17,31,7,4,1,39,496,NA,19,80,116
30,18,4539,1,B,0,1,1,6,389,618,1,2,10,0,415,425,NA,131,107,98,6,5,6,4,35,16,4,3,0,196,604,1,131,148,132
10,4,147,1,B,0,1,1,5,84,624,1,2,5,0,355,360,262,112,101,52,5,27,3,11,23,17,1,2,1,5,610,NA,112,129,103
21,12,1203,1,C,0,1,1,1,56,530,NA,NA,4,0,312,316,NA,77,56,64,5,15,5,12,28,35,10,1,4,115,516,NA,77,89,134
24,6,1070,1,B,0,1,1,5,366,712,2,2,15,0,499,514,0,181,98,81,9,10,10,20,50,28,6,4,2,28,698,NA,181,157,141
10,2,751,1,C,0,1,1,1,527,442,NA,NA,6,0,235,241,NA,79,82,24,4,1,2,13,18,9,2,1,0,12,428,NA,79,104,39
14,14,817,1,C,0,1,1,5,90,522,2,2,8,0,355,363,148,150,82,38,4,7,27,13,16,15,2,0,1,41,508,NA,150,102,90
5,1,9,15,C,0,1,1,1,36,736,NA,NA,4,0,360,364,NA,97,143,57,9,1,7,7,18,15,5,1,0,2,722,NA,97,170,86
9,25,4155,1,C,0,1,1,5,336,669,3,2,9,0,406,415,249,31,60,158,6,16,2,10,18,89,12,4,0,13,655,NA,31,84,281
15,12,2163,1,E,6,1,1,5,348,676,4,3,7,0,403,410,265,58,111,126,1,5,7,9,32,43,8,2,1,40,662,NA,58,144,192
14,17,1676,1,C,0,1,1,1,156,715,NA,NA,13,0,444,457,NA,110,154,17,22,8,43,16,57,9,0,0,8,52,701,NA,110,233,85
21,16,520,1,B,0,1,2,1,183,742,NA,NA,57,0,507,564,NA,103,288,51,3,4,0,13,38,4,3,0,0,62,728,NA,103,329,62
9,15,4402,1,C,0,1,1,5,297,441,3,2,1,2,291,292,147,58,72,89,4,4,3,3,22,26,6,2,0,14,427,NA,58,98,130
10,2,449,1,B,0,1,1,5,72,676,1,2,3,0,451,454,220,152,108,91,4,7,12,8,38,26,4,1,0,7,662,NA,152,150,141
25,4,2113,1,B,0,1,1,5,18,537,1,2,8,0,346,354,183,65,133,81,0,6,4,10,26,14,4,3,0,11,523,NA,65,159,112
16,5,2499,1,C,0,1,1,5,410,631,3,2,6,1,361,367,267,114,94,56,4,3,6,14,37,26,4,2,0,109,617,NA,114,135,97
14,19,3245,1,C,0,1,1,5,466,670,3,2,11,0,427,438,233,83,139,89,10,4,30,15,27,25,4,1,0,121,656,NA,83,176,153
9,15,4432,1,C,0,1,1,5,368,550,3,2,10,1,365,375,184,81,71,101,1,16,5,3,34,46,6,0,0,14,536,NA,81,106,174
4,2,329,1,C,0,1,2,1,345,422,NA,NA,16,0,283,299,NA,70,113,37,2,3,7,4,37,8,1,0,1,4,408,NA,70,152,57
9,3,225,1,C,0,1,1,5,319,694,3,2,3,0,476,479,213,70,97,155,4,13,15,7,25,73,9,1,7,2,680,NA,70,126,273
16,10,1186,1,B,0,1,1,1,330,586,NA,NA,4,0,416,420,NA,144,163,57,2,5,4,8,22,8,2,1,0,54,572,NA,144,187,77
10,3,27,1,C,0,1,2,5,40,529,3,2,9,0,292,301,178,105,134,7,3,13,2,4,24,0,0,0,0,1,515,NA,105,161,22
14,17,2334,1,B,0,1,2,5,315,621,1,2,7,0,430,437,183,183,187,11,0,2,19,9,14,1,0,2,2,93,607,NA,183,201,37
25,2,233,1,B,0,1,1,5,327,629,2,2,4,0,385,389,240,91,108,92,1,11,6,6,29,33,4,1,3,1,615,NA,91,138,150
18,3,143,1,B,0,1,2,5,191,234,1,2,1,0,128,129,105,8,73,10,2,9,4,0,15,4,2,1,0,5,220,NA,8,90,30
14,13,1006,1,C,0,1,1,5,170,485,3,2,5,1,335,340,145,158,76,31,5,4,19,4,20,14,0,1,2,41,471,NA,158,101,71
16,3,1380,1,B,0,1,2,1,120,618,NA,NA,17,0,321,338,NA,9,65,89,24,42,2,5,27,26,29,3,0,62,604,NA,9,116,191
11,1,2574,2,C,0,1,2,1,289,521,NA,NA,14,0,254,268,NA,139,76,8,8,1,1,8,13,0,0,0,0,33,507,NA,139,97,10
31,3,581,1,C,0,1,1,5,331,747,3,2,11,0,410,421,330,179,123,29,3,7,5,11,38,13,1,1,0,50,733,NA,179,164,56
13,5,526,1,B,0,1,2,5,111,453,1,2,7,0,255,262,191,46,108,36,25,2,3,4,24,5,0,1,1,29,439,NA,46,157,48
13,4,450,1,B,0,1,2,2,137,753,NA,NA,17,0,488,505,NA,109,184,105,24,14,5,14,17,11,4,1,0,27,739,NA,109,225,140
21,5,1677,1,C,0,1,2,5,128,653,2,2,20,0,371,391,232,65,127,34,7,24,2,13,76,16,6,1,0,123,639,NA,65,210,83
21,1,2210,1,C,0,1,2,1,264,424,NA,NA,14,0,242,256,NA,58,105,20,5,1,0,7,40,5,1,0,0,178,410,NA,58,150,27
11,1,2377,1,C,0,1,1,5,95,763,3,2,19,0,409,428,335,109,186,39,16,4,2,9,37,4,2,1,0,30,749,NA,109,239,52
15,9,2196,6,C,0,1,1,5,30,662,4,2,10,0,433,443,220,32,220,48,7,6,31,9,50,20,1,7,2,43,648,NA,32,277,115
9,22,2580,2,C,0,1,1,5,53,677,3,2,12,0,334,346,308,36,63,111,4,13,6,2,41,43,13,2,0,7,663,NA,36,108,188
11,3,1508,1,B,0,1,1,5,514,680,2,2,11,0,275,286,277,63,195,6,8,1,0,0,1,0,1,0,0,20,666,NA,63,204,8
19,5,1495,1,B,0,1,1,1,169,638,NA,NA,8,0,352,360,NA,86,139,35,5,18,0,13,36,9,6,2,3,40,624,NA,86,180,73
8,8,580,1,B,0,1,1,1,85,468,NA,NA,6,1,284,290,NA,84,108,46,1,3,2,10,16,13,0,0,0,19,454,NA,84,125,64
26,6,852,1,B,0,1,1,1,172,682,NA,NA,10,0,441,451,NA,66,172,105,5,5,6,5,48,23,6,0,0,59,668,NA,66,225,145
6,2,175,1,B,0,1,1,1,12,616,NA,NA,5,1,412,417,NA,126,162,53,14,9,3,6,21,15,2,0,0,6,600,NA,126,197,82
21,14,40,2,C,0,1,1,1,44,606,NA,NA,12,0,302,314,NA,28,85,77,3,13,5,8,31,38,11,3,0,3,592,NA,28,119,147
21,9,1079,1,C,0,1,1,5,358,695,3,2,9,0,390,399,295,87,65,74,4,10,8,20,53,54,10,3,2,115,681,NA,87,122,161
10,3,687,1,B,0,1,2,1,226,372,NA,NA,3,0,215,218,NA,80,110,1,0,1,0,2,20,0,1,0,0,11,358,NA,80,130,3
14,6,3033,2,C,0,1,1,6,126,727,3,2,7,0,478,485,NA,185,123,55,5,14,18,14,43,18,1,0,2,120,713,1,185,171,108
3,2,353,1,E,0,1,2,1,318,167,NA,NA,0,0,96,96,NA,34,45,3,1,1,1,0,6,5,0,0,0,4,153,NA,34,52,10
12,3,1631,1,B,0,1,2,6,262,358,2,2,10,0,220,230,NA,5,90,83,4,4,2,3,12,3,13,1,0,39,344,2,5,106,106
24,6,943,1,C,0,1,1,5,77,721,2,2,13,0,350,363,0,120,73,56,8,9,2,20,37,20,1,3,1,28,707,NA,120,118,92
21,12,1534,4,C,0,1,1,1,308,679,NA,NA,5,0,407,412,NA,108,63,89,6,20,13,15,33,46,10,2,2,115,665,NA,108,102,182
27,1,27,1,B,0,1,2,1,47,559,NA,NA,7,0,403,410,NA,73,169,94,0,3,3,0,37,17,4,2,1,1,545,NA,73,206,124
17,3,101,1,C,0,1,1,1,39,512,NA,NA,9,0,342,351,NA,61,72,119,5,11,7,5,18,38,5,1,0,6,498,NA,61,95,181
26,5,512,1,B,0,1,1,5,121,748,1,2,17,0,424,441,307,170,143,39,2,0,2,6,34,15,12,0,1,49,734,NA,170,179,69
13,3,1008,1,B,0,1,1,1,381,687,NA,NA,9,0,443,452,NA,48,168,89,3,12,7,18,50,31,15,1,1,51,673,NA,48,221,156
8,7,383,1,B,0,1,2,1,284,542,NA,NA,13,0,245,258,NA,45,104,31,3,10,7,9,20,8,6,1,1,17,528,NA,45,127,64
19,9,271,1,E,0,1,2,1,111,504,NA,NA,11,0,383,394,NA,49,144,4,4,124,1,0,47,4,5,0,1,14,490,NA,49,195,139
21,7,1898,2,C,0,1,2,5,258,754,3,2,10,0,554,564,191,143,179,88,3,26,9,22,45,25,9,4,1,152,740,NA,143,227,162
30,13,1619,1,C,0,1,2,5,195,657,3,2,20,0,442,462,195,250,121,23,10,3,1,3,23,8,0,0,0,73,643,NA,250,154,35
30,7,2554,1,B,0,1,2,5,352,593,1,2,13,0,301,314,279,107,84,59,3,7,1,3,19,8,7,3,0,110,579,NA,107,106,85
15,12,6057,1,C,0,1,1,5,366,563,3,3,2,0,268,270,291,12,121,43,5,2,4,6,52,16,3,4,0,40,549,NA,12,178,72
24,1,111,1,B,0,1,2,5,41,259,1,2,9,0,187,196,63,59,69,2,3,25,5,0,18,2,2,0,2,6,245,NA,59,90,38
28,5,1649,3,C,0,1,1,5,341,647,4,2,6,0,369,375,273,128,99,64,2,17,0,13,18,23,3,1,1,41,633,NA,128,119,109
28,1,816,3,C,0,1,1,1,245,741,NA,NA,5,0,350,355,NA,189,74,24,2,4,2,12,28,9,6,0,0,27,727,NA,189,104,45
9,3,95,1,C,0,1,1,5,89,638,2,2,6,1,413,419,217,102,77,107,2,14,5,7,29,57,6,3,3,2,624,NA,102,108,195
9,6,1361,1,B,0,1,1,1,208,678,NA,NA,5,3,438,443,NA,54,76,161,3,11,12,5,28,64,16,4,1,5,664,NA,54,107,269
12,6,1447,1,C,0,1,1,1,332,462,NA,NA,11,0,226,237,NA,18,103,50,10,10,1,7,14,8,3,1,1,35,448,NA,18,127,74
15,22,2628,1,C,0,1,1,5,114,546,3,2,3,1,295,298,249,77,99,49,4,3,0,5,33,19,4,1,0,58,532,NA,77,136,76
30,16,1081,1,B,0,1,2,1,278,615,NA,NA,7,0,426,433,NA,241,84,40,6,8,6,4,24,10,1,1,1,46,601,NA,241,114,67
14,4,2951,1,C,0,1,1,1,111,530,NA,NA,10,0,315,325,NA,97,107,21,5,8,18,11,33,11,3,1,0,120,516,NA,97,145,62
21,1,2211,1,C,0,1,2,5,267,591,3,2,24,0,391,415,176,129,79,89,8,8,4,1,36,23,14,0,0,178,577,NA,129,123,138
14,1,446,1,C,0,1,2,1,123,682,NA,NA,12,0,430,442,NA,106,168,58,3,2,45,5,27,10,2,1,3,30,668,NA,106,198,121
19,10,1258,1,B,0,1,1,1,11,634,NA,NA,9,1,385,394,NA,145,104,51,2,23,3,10,25,16,2,1,2,40,620,NA,145,131,98
15,34,5373,1,B,0,1,2,5,339,750,1,2,4,0,541,545,203,152,217,57,8,2,1,11,72,18,3,0,0,107,736,NA,152,297,81
9,20,2245,2,C,0,1,1,5,120,543,4,2,7,0,349,356,187,36,72,101,6,13,16,3,31,57,7,2,5,7,529,NA,36,109,201
15,14,354,3,C,0,1,1,5,381,622,4,3,8,0,365,373,249,93,83,84,2,11,3,5,46,32,4,1,1,13,608,NA,93,131,136
16,3,2167,1,B,0,1,2,1,241,241,NA,NA,3,0,84,87,NA,30,42,0,1,2,0,0,8,1,0,0,0,102,227,NA,30,51,3
22,2,32,1,B,0,1,2,1,75,530,NA,NA,23,0,279,302,NA,85,124,26,1,5,1,8,23,6,0,0,0,1,516,NA,85,148,38
21,3,2395,1,C,0,1,2,5,364,493,3,2,1,0,297,298,195,151,72,19,0,5,1,13,18,12,4,2,0,199,479,NA,151,90,43
32,4,456,1,B,0,1,2,1,30,651,NA,NA,13,0,342,355,NA,26,120,67,21,6,10,10,48,22,12,0,0,16,637,NA,26,189,117
14,15,181,1,B,0,1,2,5,57,687,1,2,17,0,360,377,310,179,128,12,8,4,2,2,19,5,0,1,0,13,673,NA,179,155,24
11,6,1602,1,B,0,1,1,5,210,681,1,2,15,0,387,402,279,174,115,18,8,5,1,5,56,4,1,0,0,20,667,NA,174,179,29
24,2,1202,1,B,0,1,2,5,52,461,1,2,6,0,276,282,179,127,104,8,2,2,1,3,28,1,0,0,0,33,447,NA,127,134,12
15,5,237,3,C,0,1,1,1,119,693,NA,NA,4,0,438,442,NA,66,100,140,8,20,15,11,24,41,11,2,0,11,679,NA,66,132,229
9,22,2807,2,C,0,1,1,5,355,601,4,2,2,1,333,335,255,29,56,109,2,21,3,6,19,71,13,0,3,7,587,NA,29,77,220
30,21,1392,1,B,0,1,1,5,149,728,1,3,9,0,482,491,237,46,158,185,5,4,9,5,25,29,13,2,1,61,714,NA,46,188,243
20,1,1026,1,B,0,1,1,5,188,406,1,2,3,0,269,272,137,66,89,56,0,3,12,3,16,19,1,2,2,182,392,NA,66,105,95
32,3,836,1,B,0,1,2,5,154,239,1,2,2,0,132,134,105,19,72,29,0,3,0,0,5,3,1,0,0,26,225,NA,19,77,36
8,3,1950,2,C,0,1,1,1,409,519,NA,NA,5,0,286,291,NA,41,100,61,5,12,8,13,23,19,3,0,1,37,505,NA,41,128,104
20,4,2069,1,B,0,1,2,5,352,638,2,2,18,0,312,330,308,93,56,102,10,7,10,14,1,14,5,0,0,476,624,NA,93,67,138
