clave,turno,tipo,mun,esp_3,esp_6
09DPR3152N,MATUTINO,GENERAL,18,522.03,537.88
09DPR3153M,MATUTINO,GENERAL,18,517.68,558.19
09DPR3154L,VESPERTINO,GENERAL,18,534.19,519.28
09DPR3155K,MATUTINO,GENERAL,18,539.96,540.59
09DPR3157I,VESPERTINO,GENERAL,3,443.8,510.5
09DPR3158H,VESPERTINO,GENERAL,24,571.19,537.75
09DPR3159G,VESPERTINO,GENERAL,24,503.92,531.69
09DPR3160W,VESPERTINO,GENERAL,23,476.9,518.91
09DPR3167P,MATUTINO,GENERAL,18,540.26,510.61
09DPR3168O,MATUTINO,GENERAL,17,532.61,537.56
09DPR3169N,MATUTINO,GENERAL,17,514.93,546.22
09DPR3172A,VESPERTINO,GENERAL,21,527.34,550.34
09DPR3174Z,VESPERTINO,GENERAL,19,529.12,516.83
09DPR3176X,MATUTINO,GENERAL,26,548.36,559.74
09DPR3177W,MATUTINO,GENERAL,18,528.18,555.1
09DPR3185E,MATUTINO,GENERAL,23,559.25,579.9
09DPR3186D,MATUTINO,GENERAL,21,517.13,535.6
09DPR3187C,MATUTINO,GENERAL,16,521.11,602.64
09DPR3188B,VESPERTINO,GENERAL,16,541.49,529.9
09DPR3189A,MATUTINO,GENERAL,16,542.42,564.35
09DPR3190Q,VESPERTINO,GENERAL,16,555.94,497.76
09DPR3191P,VESPERTINO,GENERAL,16,509.29,533.82
09DPR3192O,MATUTINO,GENERAL,18,532.68,579.78
09DPR3193N,MATUTINO,GENERAL,24,522.41,533.11
09DPR3194M,VESPERTINO,GENERAL,18,522.82,555.93
09DPR3195L,MATUTINO,GENERAL,21,511.62,513.09
09DPR3196K,MATUTINO,GENERAL,19,557.59,567.26
09DPR3197J,MATUTINO,GENERAL,21,499.46,540.97
09DPR3198I,MATUTINO,GENERAL,21,525.36,547.94
09DPR3199H,MATUTINO,GENERAL,13,559.53,548.75
09DPR3200G,MATUTINO,GENERAL,17,571.94,541.36
09DPR3202E,MATUTINO,GENERAL,15,545.77,561.23
09DPR3203D,MATUTINO,GENERAL,23,578.06,630.5
09DPR3206A,MATUTINO,GENERAL,23,524.46,492.44
09DPR3211M,VESPERTINO,GENERAL,22,482.55,525.85
09DPR3212L,VESPERTINO,GENERAL,18,527.41,541.89
09DPR3213K,MATUTINO,GENERAL,18,556.61,618.45
09DPR3217G,VESPERTINO,GENERAL,24,544.41,535.35
09DPR3219E,MATUTINO,GENERAL,16,550.05,556.9
09DPR3220U,VESPERTINO,GENERAL,16,509.76,544.81
09DPR3221T,MATUTINO,GENERAL,16,558.75,506.15
09DPR3222S,MATUTINO,GENERAL,16,531.71,567.57
09DPR3223R,MATUTINO,GENERAL,16,464.36,559
09DPR3225P,MATUTINO,GENERAL,18,552.05,579.61
09DPR3226O,VESPERTINO,GENERAL,18,551.36,516
09DPR3227N,MATUTINO,GENERAL,18,523.66,516.88
09DPR3228M,VESPERTINO,GENERAL,18,516.28,549.99
09DPR3229L,MATUTINO,GENERAL,24,564.96,550.92
09DPR3230A,VESPERTINO,GENERAL,24,561.97,542.65
09DPR3231Z,MATUTINO,GENERAL,3,568.58,525.3
09DPR3232Z,VESPERTINO,GENERAL,3,504.76,600.44
09DPR3234X,MATUTINO,GENERAL,22,519.42,523.47
09DPR3235W,MATUTINO,GENERAL,18,568.4,544.45
09DPR3236V,VESPERTINO,GENERAL,18,496.99,548.89
09DPR3238T,MATUTINO,GENERAL,18,523.72,508.37
09DPR3239S,MATUTINO,GENERAL,18,620.45,556.95
09DPR3240H,VESPERTINO,GENERAL,18,494.47,468.44
09DPR3242F,VESPERTINO,GENERAL,18,541.38,514.01
09DPR3243E,MATUTINO,GENERAL,17,548.69,510.47
09DPR3246B,MATUTINO,GENERAL,3,563.01,582.13
09DPR3248Z,MATUTINO,GENERAL,18,548.53,531.05
09DPR3249Z,VESPERTINO,GENERAL,18,521.79,509.04
09DPR3250O,MATUTINO,GENERAL,3,517.85,586.79
09DPR3252M,VESPERTINO,GENERAL,18,537.62,573.88
09DPR3253L,VESPERTINO,GENERAL,22,470.92,520.85
09DPR3255J,VESPERTINO,GENERAL,18,528.42,481.23
09DPR3256I,VESPERTINO,GENERAL,22,544.55,551.65
09DPR3258G,MATUTINO,GENERAL,18,594.71,690
09DPR3259F,VESPERTINO,GENERAL,18,577.97,561.02
09DPR3263S,VESPERTINO,GENERAL,18,517.76,497.89
09DPR3266P,MATUTINO,GENERAL,18,602.8,605.98
09DPR3270B,VESPERTINO,GENERAL,16,527.94,525.9
09DPR3271A,VESPERTINO,GENERAL,16,505.32,515.54
09DPR3272Z,MATUTINO,GENERAL,16,521.01,454.7
09DPR3273Z,MATUTINO,GENERAL,13,612.13,626.29
09DPR3282G,VESPERTINO,GENERAL,16,536.55,550.53
09DPR3289Z,MATUTINO,GENERAL,18,510.97,561.04
09DPR3290P,VESPERTINO,GENERAL,18,551.6,511.95
09DPR3291O,MATUTINO,GENERAL,18,578.54,580.27
09DPR3293M,VESPERTINO,GENERAL,17,528.86,562.28
09DPR3294L,MATUTINO,GENERAL,18,523.68,543
09DPR3295K,VESPERTINO,GENERAL,18,527.98,521.09
09DPR3296J,MATUTINO,GENERAL,18,525.7,505.66
09DPR3297I,VESPERTINO,GENERAL,18,490.84,524.81
09DPR3298H,MATUTINO,GENERAL,18,519.42,542.66
09DPR3299G,VESPERTINO,GENERAL,18,577.29,561.68
09DPR3300F,VESPERTINO,GENERAL,18,557.36,569.72
09DPR4000P,MATUTINO,GENERAL,18,517.76,538.03
09DPR4001O,VESPERTINO,GENERAL,18,454.09,522.86
09DPR4002N,MATUTINO,GENERAL,22,516.15,517.15
09DPR4003M,VESPERTINO,GENERAL,22,529.74,523.77
09DPR4005K,MATUTINO,GENERAL,16,587.28,588.45
09DPR4006J,VESPERTINO,GENERAL,23,532.35,592.3
09DPR4007I,VESPERTINO,GENERAL,23,534.44,587.22
09DPR4008H,MATUTINO,GENERAL,23,531.37,548.56
09DPR4009G,MATUTINO,GENERAL,21,529.17,529.22
09DPR4010W,MATUTINO,GENERAL,13,553.34,586.9
09DPR4013T,VESPERTINO,GENERAL,21,571.85,597.96
09DPR4014S,VESPERTINO,GENERAL,19,531.52,529.29
09DPR4015R,VESPERTINO,GENERAL,21,527.05,549.06
09DPR4016Q,VESPERTINO,GENERAL,23,539.25,519.81
09DPR4017P,MATUTINO,GENERAL,18,506.49,559.74
09DPR4018O,VESPERTINO,GENERAL,18,562.41,578.46
09DPR4019N,VESPERTINO,GENERAL,21,532.61,582.71
09DPR4021B,VESPERTINO,GENERAL,21,519.72,601.9
09DPR4045L,VESPERTINO,GENERAL,3,514.95,522.13
09DPR4101N,VESPERTINO,GENERAL,16,547.48,465.23
09DPR4103L,VESPERTINO,GENERAL,20,556.38,565.54
09DPR4108G,VESPERTINO,GENERAL,18,473.74,505.12
09DPR4153T,VESPERTINO,GENERAL,18,496.41,555.73
09DPR4154S,VESPERTINO,GENERAL,18,545.24,536.02
09DPR4155R,VESPERTINO,GENERAL,18,571.6,531.55
09DPR4156Q,MATUTINO,GENERAL,24,538.5,565.61
09DPR4157P,VESPERTINO,GENERAL,18,552.06,540.6
09DPR4159N,VESPERTINO,GENERAL,18,508.21,501.37
09DPR4160C,MATUTINO,GENERAL,18,498.49,537.44
09DPR4161B,VESPERTINO,GENERAL,18,504.55,537.2
09DPR4162A,MATUTINO,GENERAL,18,545.33,546.31
09DPR4163Z,MATUTINO,GENERAL,18,521.64,555.41
09DPR4164Z,VESPERTINO,GENERAL,18,452.27,589.91
09DPR4165Y,VESPERTINO,GENERAL,22,510.23,490.97
09DPR4168V,VESPERTINO,GENERAL,21,548.98,543.16
09DPR4179A,MATUTINO,GENERAL,16,566.73,550.14
09DPR4180Q,VESPERTINO,GENERAL,17,630.66,560.85
09DPR4181P,VESPERTINO,GENERAL,23,535.77,533.71
09DPR4182O,MATUTINO,GENERAL,18,532.6,508.04
09DPR4183N,VESPERTINO,GENERAL,18,627.65,502.53
09DPR4184M,MATUTINO,GENERAL,3,554.03,535.78
09DPR4185L,MATUTINO,GENERAL,18,588.2,530.35
09DPR4186K,VESPERTINO,GENERAL,18,547.71,483.25
09DPR4187J,MATUTINO,GENERAL,23,500.57,514.83
09DPR4188I,VESPERTINO,GENERAL,23,492.24,535.58
09DPR4189H,VESPERTINO,GENERAL,18,499.73,539.25
09DPR4190X,VESPERTINO,GENERAL,18,540.04,517.6
09DPR4191W,MATUTINO,GENERAL,18,538.24,538.5
09DPR4192V,VESPERTINO,GENERAL,18,485.13,528.98
09DPR4193U,MATUTINO,GENERAL,24,521.16,559.82
09DPR4194T,MATUTINO,GENERAL,3,577.3,592.81
09DPR4195S,VESPERTINO,GENERAL,24,507.12,515.87
09DPR4197Q,MATUTINO,GENERAL,18,570.25,569.28
09DPR4198P,MATUTINO,GENERAL,3,523.96,542.44
09DPR4199O,MATUTINO,GENERAL,3,574.32,565.27
09DPR4200N,MATUTINO,GENERAL,21,500.75,536.41
09DPR4203K,MATUTINO,GENERAL,18,536.82,520.33
09DPR4204J,VESPERTINO,GENERAL,18,499.41,537.2
09DPR4205I,MATUTINO,GENERAL,23,499.26,543.94
09DPR4208F,VESPERTINO,GENERAL,16,518.64,507.81
09DPR4209E,MATUTINO,GENERAL,16,572.8,529.33
09DPR4210U,VESPERTINO,GENERAL,16,620.27,500.21
09DPR4211T,MATUTINO,GENERAL,21,503.23,564.8
09DPR4212S,VESPERTINO,GENERAL,21,545.71,573.16
09DPR4213R,VESPERTINO,GENERAL,19,495.12,474.51
09DPR4214Q,MATUTINO,GENERAL,19,522.72,522.65
09DPR4215P,MATUTINO,GENERAL,21,516.09,520.14
09DPR4216O,MATUTINO,GENERAL,23,539.91,521.6
09DPR4217N,MATUTINO,GENERAL,3,608.8,604.63
09DPR4220A,MATUTINO,GENERAL,3,543.43,519.27
09DPR4221Z,VESPERTINO,GENERAL,18,474.17,584.77
09DPR4222Z,VESPERTINO,GENERAL,18,493.32,594.47
09DPR4224X,MATUTINO,GENERAL,19,505.25,507.46
09DPR4226V,MATUTINO,GENERAL,3,637.77,553.4
09DPR4227U,MATUTINO,GENERAL,3,543.12,554.73
09DPR4229S,MATUTINO,GENERAL,18,531.38,536.46
09DPR4230H,VESPERTINO,GENERAL,18,453.97,549.9
09DPR4235C,VESPERTINO,GENERAL,23,517.81,545.81
09DPR4236B,MATUTINO,GENERAL,24,521.32,551.21
09DPR4241N,VESPERTINO,GENERAL,18,556.12,480.9
09DPR4243L,MATUTINO,GENERAL,23,524.41,591.15
09DPR4244K,VESPERTINO,GENERAL,23,577.88,525.56
09DPR4245J,MATUTINO,GENERAL,23,563.85,540.05
09DPR4246I,VESPERTINO,GENERAL,23,520.54,564.84
09DPR4247H,VESPERTINO,GENERAL,23,532.76,483.19
09DPR4248G,VESPERTINO,GENERAL,16,497.58,508.81
09DPR4250V,VESPERTINO,GENERAL,15,547.84,551.08
09DPR4504G,MATUTINO,GENERAL,18,449.44,543.42
09DPR4505F,MATUTINO,GENERAL,20,487.45,532.92
09DPR4506E,MATUTINO,GENERAL,22,531.79,539.92
09DPR4507D,VESPERTINO,GENERAL,22,506.59,556.83
09DPR4508C,VESPERTINO,GENERAL,20,500.22,503.46
09DPR4509B,VESPERTINO,GENERAL,18,605.09,550.56
09DPR4510R,VESPERTINO,GENERAL,18,529.5,525.04
09DPR4511Q,MATUTINO,GENERAL,18,481.55,510.71
09DPR4512P,VESPERTINO,GENERAL,21,540.34,514.04
09DPR4513O,MATUTINO,GENERAL,21,559.9,539.87
09DPR4514N,MATUTINO,GENERAL,18,533.1,535.55
09DPR4515M,MATUTINO,GENERAL,15,498.96,510.82
09DPR4516L,MATUTINO,GENERAL,19,579.66,577.99
09DPR4517K,MATUTINO,GENERAL,18,532.53,584.11
09DPR4519I,VESPERTINO,GENERAL,22,561.59,596.13
09DPR4521X,VESPERTINO,GENERAL,24,517.55,547.51
09DPR4522W,MATUTINO,GENERAL,28,593.24,590.81
09DPR4523V,VESPERTINO,GENERAL,22,535.08,556.4
09DPR5006Q,MATUTINO,GENERAL,16,554.23,537.09
09DPR5008O,MATUTINO,GENERAL,24,518.44,573.36
09DPR5009N,MATUTINO,GENERAL,24,445.26,497.04
09DPR5011B,VESPERTINO,GENERAL,23,543.56,756.12
09DPR5012A,VESPERTINO,GENERAL,24,537.9,484.41
09DPR5013Z,MATUTINO,GENERAL,18,539.63,557.41
09DPR5014Z,VESPERTINO,GENERAL,18,528.78,554.93
09DPR5015Y,VESPERTINO,GENERAL,18,516.37,554.89
09DPR5016X,VESPERTINO,GENERAL,21,609.22,513.5
09DPR5017W,MATUTINO,GENERAL,23,532.76,567.39
09DPR5018V,MATUTINO,GENERAL,23,604.9,577.49
09DPR5019U,MATUTINO,GENERAL,15,640.68,587.9
09DPR5020J,MATUTINO,GENERAL,18,546.52,551.15
09DPR5021I,MATUTINO,GENERAL,18,466.23,526.99
09DPR5022H,VESPERTINO,GENERAL,18,491.8,512.23
09DPR5023G,MATUTINO,GENERAL,18,542.23,555.84
09DPR5024F,MATUTINO,GENERAL,22,529.25,563.22
09DPR5025E,MATUTINO,GENERAL,18,526.93,553.03
09DPR5026D,VESPERTINO,GENERAL,18,556.9,517.28
09DPR5027C,MATUTINO,GENERAL,15,593.2,533.27
09DPR5028B,VESPERTINO,GENERAL,23,554.7,608.35
09DPR5029A,VESPERTINO,GENERAL,23,570.24,568.99
09DPR5030Q,VESPERTINO,GENERAL,16,586.75,567.43
09DPR5031P,VESPERTINO,GENERAL,16,515.87,487.15
09DPR5033N,VESPERTINO,GENERAL,18,522.73,543.78
09DPR5034M,MATUTINO,GENERAL,16,576.33,597.26
09DPR5035L,MATUTINO,GENERAL,18,505.41,533.13
09DPR5036K,MATUTINO,GENERAL,23,509.1,558.28
09DPR5037J,MATUTINO,GENERAL,18,578.9,589.37
09DPR5038I,MATUTINO,GENERAL,18,536.4,571.58
09DPR5039H,MATUTINO,GENERAL,15,565.51,519.79
09DPR5040X,VESPERTINO,GENERAL,23,495.35,552.92
09DPR5041W,VESPERTINO,GENERAL,18,479.94,508.8
09DPR5042V,MATUTINO,GENERAL,18,477.28,524.01
09DPR5043U,MATUTINO,GENERAL,18,554.69,553.32
09DPR5044T,VESPERTINO,GENERAL,18,509.35,578.52
09DPR5045S,MATUTINO,GENERAL,18,588.09,582.64
09DPR5046R,MATUTINO,GENERAL,13,555.47,546.18
09DPR5047Q,VESPERTINO,GENERAL,16,448.06,511.75
09DPR5048P,MATUTINO,GENERAL,22,571.4,540.29
09DPR5049O,MATUTINO,GENERAL,18,551.18,557.84
09DPR5050D,MATUTINO,GENERAL,22,547.6,554.03
09DPR5051C,VESPERTINO,GENERAL,22,543.9,544.53
09DPR5052B,MATUTINO,GENERAL,18,522.14,527.33
09DPR5054Z,MATUTINO,GENERAL,22,561.55,548.09
09DPR5055Z,VESPERTINO,GENERAL,18,516.76,538.99
09DPR5056Y,MATUTINO,GENERAL,18,612.02,640.47
09DPR5057X,MATUTINO,GENERAL,18,554.84,547.96
09DPR5058W,MATUTINO,GENERAL,13,599.9,569.74
09DPR5059V,VESPERTINO,GENERAL,18,532.78,530.88
09DPR5061J,VESPERTINO,GENERAL,18,557.3,585.88
09DPR5062I,VESPERTINO,GENERAL,18,539.31,516.57
09DPR5063H,MATUTINO,GENERAL,18,583.02,585.38
09DPR5064G,VESPERTINO,GENERAL,23,535.8,560.82
09DPR5065F,VESPERTINO,GENERAL,13,538.91,542.82
09DPR5066E,MATUTINO,GENERAL,24,532.01,565.24
09DPR5067D,MATUTINO,GENERAL,18,523.42,541.63
09DPR5068C,VESPERTINO,GENERAL,18,510.24,499.42
09DPR5069B,MATUTINO,GENERAL,3,567.76,546.4
09DPR5070R,MATUTINO,GENERAL,18,551.46,548.95
09DPR5071Q,VESPERTINO,GENERAL,18,566.35,464.9
09DPR5072P,MATUTINO,GENERAL,18,541.94,568.22
09DPR5073O,VESPERTINO,GENERAL,18,549.26,526.09
09DPR5074N,VESPERTINO,GENERAL,18,498.18,525.27
09DPR5075M,MATUTINO,GENERAL,18,536.98,577.66
09DPR5076L,MATUTINO,GENERAL,18,523.82,592.38
09DPR5077K,MATUTINO,GENERAL,16,510.39,485.46
09DPR5078J,MATUTINO,GENERAL,23,559.24,619.55
09DPR5079I,MATUTINO,GENERAL,24,517.91,537.8
09DPR5080Y,VESPERTINO,GENERAL,24,482.17,481.44
09DPR5081X,MATUTINO,GENERAL,18,546.69,565.15
09DPR5082W,VESPERTINO,GENERAL,18,553.92,570.97
09DPR5083V,MATUTINO,GENERAL,18,502.22,530.73
09DPR5084U,VESPERTINO,GENERAL,18,507.82,557.44
09DPR5085T,MATUTINO,GENERAL,18,513.22,517.11
09DPR5086S,VESPERTINO,GENERAL,18,502.13,505.68
09DPR5087R,VESPERTINO,GENERAL,24,489.77,506.51
09DPR5088Q,MATUTINO,GENERAL,26,588.94,642.43
09DPR5090E,VESPERTINO,GENERAL,23,509.47,551.86
09DPR5091D,VESPERTINO,GENERAL,18,531.8,544.74
09DPR5093B,MATUTINO,GENERAL,18,562.13,610.82
09DPR5094A,MATUTINO,GENERAL,18,533.54,533.93
09DPR5095Z,VESPERTINO,GENERAL,18,518.4,537.75
09DPR5096Z,VESPERTINO,GENERAL,18,530.87,526.34
09DPR5097Y,VESPERTINO,GENERAL,18,513.55,565.69
09DPR5098X,MATUTINO,GENERAL,3,507.19,537.31
09DPR5099W,VESPERTINO,GENERAL,18,552.16,590.76
09DPR5100V,MATUTINO,GENERAL,23,567.37,554.56
09DPR5102T,MATUTINO,GENERAL,21,557.76,608.47
09DPR5103S,MATUTINO,GENERAL,18,564.75,580.03
09DPR5104R,MATUTINO,GENERAL,18,542.62,568.75
09DPR5105Q,MATUTINO,GENERAL,18,563.24,591.78
09DPR5106P,MATUTINO,GENERAL,18,554.41,564.9
09DPR5107O,VESPERTINO,GENERAL,18,571.79,572.55
09DPR5108N,VESPERTINO,GENERAL,24,486.68,552.33
09DPR5109M,VESPERTINO,GENERAL,22,555.7,527.85
09DPR5110B,VESPERTINO,GENERAL,23,551.93,553.49
09DPR5111A,MATUTINO,GENERAL,16,621.12,595.64
09DPR5112Z,VESPERTINO,GENERAL,21,517.33,511.45
09DPR5113Z,VESPERTINO,GENERAL,24,456.99,511.29
09DPR5114Y,MATUTINO,GENERAL,18,510.39,522.71
09DPR5115X,VESPERTINO,GENERAL,18,455.23,478.44
09DPR5116W,VESPERTINO,GENERAL,18,478.99,566.32
09DPR5118U,VESPERTINO,GENERAL,24,511.04,584.97
09DPR5119T,VESPERTINO,GENERAL,15,545.39,536.84
09DPR5120I,VESPERTINO,GENERAL,20,512.6,577.03
09DPR5121H,MATUTINO,GENERAL,24,510.33,548.44
09DPR5122G,MATUTINO,GENERAL,18,537.05,535.63
09DPR5123F,MATUTINO,GENERAL,18,516.84,525.6
09DPR5124E,MATUTINO,GENERAL,18,549.82,551.78
09DPR5125D,MATUTINO,GENERAL,19,542.48,497.43
09DPR5126C,MATUTINO,GENERAL,20,616.8,525.77
09DPR5127B,MATUTINO,GENERAL,19,539.63,549.49
09DPR5128A,VESPERTINO,GENERAL,24,479.74,512.13
09DPR5129Z,VESPERTINO,GENERAL,23,549.6,593.4
09DPR5130P,VESPERTINO,GENERAL,24,532.65,542.22
09DPR5131O,VESPERTINO,GENERAL,22,516.29,544.61
09DPR5132N,VESPERTINO,GENERAL,21,568.73,579.43
09DPR5133M,MATUTINO,GENERAL,22,588.5,580.55
09DPR5134L,MATUTINO,GENERAL,22,503.29,556.48
09DPR5135K,VESPERTINO,GENERAL,21,532.32,520.78
09DPR5136J,MATUTINO,GENERAL,24,544.21,540.47
09DPR5137I,VESPERTINO,GENERAL,24,536.42,549.77
09DPR5138H,VESPERTINO,GENERAL,20,533.64,541.22
09DPR5139G,VESPERTINO,GENERAL,22,580.05,526.91
09DPR5140W,VESPERTINO,GENERAL,23,488.61,515.74
09DPR5141V,VESPERTINO,GENERAL,20,491,529.75
09DPR5142U,VESPERTINO,GENERAL,22,507.77,506.23
09DPR5143T,VESPERTINO,GENERAL,20,540.11,513.62
09DPR5144S,MATUTINO,GENERAL,22,540.27,518.04
09DPR5145R,VESPERTINO,GENERAL,22,506.81,521.99
09DPR5146Q,MATUTINO,GENERAL,22,535.61,560.29
09DPR5147P,MATUTINO,GENERAL,23,534.74,533.94
09DPR5148O,VESPERTINO,GENERAL,19,531.55,543.59
09DPR5149N,VESPERTINO,GENERAL,20,715.19,506.63
09DPR5150C,VESPERTINO,GENERAL,22,510.37,541.67
09DPR5151B,VESPERTINO,GENERAL,15,490.01,488.28
09DPR5152A,MATUTINO,GENERAL,20,519.08,556.3
09DPR5154Z,VESPERTINO,GENERAL,20,540.21,555.92
09PPR0001S,MATUTINO,PARTICULAR,21,702.04,653.53
09PPR0002R,MATUTINO,PARTICULAR,27,706.98,645.31
09PPR0006N,MATUTINO,PARTICULAR,18,594.92,608.37
09PPR0011Z,MATUTINO,PARTICULAR,27,607.38,639.65
09PPR0012Y,MATUTINO,PARTICULAR,26,629.69,601.8
09PPR0013X,MATUTINO,PARTICULAR,26,636.77,625.62
09PPR0014W,MATUTINO,PARTICULAR,26,591.11,599.7
09PPR0015V,MATUTINO,PARTICULAR,26,457.49,532.62
09PPR0016U,MATUTINO,PARTICULAR,26,614.95,573.43
09PPR0017T,MATUTINO,PARTICULAR,28,570.95,632.65
09PPR0021F,MATUTINO,PARTICULAR,28,637.29,641.15
09PPR0023D,MATUTINO,PARTICULAR,15,635.29,625.88
09PPR0028Z,MATUTINO,PARTICULAR,26,642.05,657.1
09PPR0030N,MATUTINO,PARTICULAR,26,628.49,585.39
09PPR0031M,MATUTINO,PARTICULAR,25,642.49,623.85
09PPR0032L,MATUTINO,PARTICULAR,26,698.29,690.79
09PPR0033K,MATUTINO,PARTICULAR,27,642.32,624.84
09PPR0034J,MATUTINO,PARTICULAR,26,636.54,637.64
09PPR0035I,MATUTINO,PARTICULAR,27,609.72,654.56
09PPR0036H,MATUTINO,PARTICULAR,26,660.44,653.54
09PPR0037G,MATUTINO,PARTICULAR,23,679.32,605.84
09PPR0038F,MATUTINO,PARTICULAR,26,700.99,681.96
09PPR0039E,MATUTINO,PARTICULAR,13,670.11,637.36
09PPR0040U,MATUTINO,PARTICULAR,26,602.6,629.61
09PPR0041T,MATUTINO,PARTICULAR,26,628.42,625.6
09PPR0043R,MATUTINO,PARTICULAR,26,670.36,595.61
09PPR0046O,MATUTINO,PARTICULAR,26,773.05,648.71
09PPR0047N,MATUTINO,PARTICULAR,27,643.4,645.12
09PPR0048M,MATUTINO,PARTICULAR,27,699.3,675.26
09PPR0049L,MATUTINO,PARTICULAR,26,650.51,590.51
09PPR0050A,MATUTINO,PARTICULAR,23,691.29,689.5
09PPR0051Z,MATUTINO,PARTICULAR,26,657.77,666.43
09PPR0054X,MATUTINO,PARTICULAR,26,608.43,604.17
09PPR0056V,MATUTINO,PARTICULAR,25,733.93,717.16
09PPR0057U,MATUTINO,PARTICULAR,18,765.07,780.75
09PPR0058T,MATUTINO,PARTICULAR,26,630.3,601.27
09PPR0059S,MATUTINO,PARTICULAR,17,643.88,620.53
09PPR0063E,MATUTINO,PARTICULAR,28,699.36,741.54
09PPR0064D,MATUTINO,PARTICULAR,28,633.32,539.96
09PPR0065C,MATUTINO,PARTICULAR,17,539.82,594.49
09PPR0067A,MATUTINO,PARTICULAR,25,634.16,663.48
09PPR0068Z,MATUTINO,PARTICULAR,25,748.67,711.43
09PPR0069Z,MATUTINO,PARTICULAR,25,693.72,652.94
09PPR0070O,MATUTINO,PARTICULAR,28,683.79,601.77
09PPR0071N,MATUTINO,PARTICULAR,28,663.89,652.86
09PPR0072M,MATUTINO,PARTICULAR,17,626.97,559.1
09PPR0073L,MATUTINO,PARTICULAR,3,734.87,727.7
09PPR0075J,MATUTINO,PARTICULAR,21,637.83,632.92
09PPR0076I,MATUTINO,PARTICULAR,25,650.47,645.8
09PPR0077H,MATUTINO,PARTICULAR,28,643.37,596.44
09PPR0078G,MATUTINO,PARTICULAR,28,620.46,644.39
09PPR0081U,MATUTINO,PARTICULAR,28,604.58,624.34
09PPR0082T,MATUTINO,PARTICULAR,27,692.02,664.01
09PPR0083S,MATUTINO,PARTICULAR,28,626.2,640.46
09PPR0084R,MATUTINO,PARTICULAR,28,634.98,644.74
09PPR0087O,MATUTINO,PARTICULAR,27,535.87,659.78
09PPR0089M,MATUTINO,PARTICULAR,15,700.99,677.04
09PPR0091A,MATUTINO,PARTICULAR,27,638.97,640.93
09PPR0093Z,MATUTINO,PARTICULAR,27,663,670.53
09PPR0094Y,MATUTINO,PARTICULAR,15,702.12,690.25
09PPR0095X,MATUTINO,PARTICULAR,26,565.64,648.53
09PPR0098U,MATUTINO,PARTICULAR,25,687.46,658.18
09PPR0099T,MATUTINO,PARTICULAR,27,668.5,663.6
09PPR0100S,MATUTINO,PARTICULAR,27,652.83,682.47
09PPR0104O,MATUTINO,PARTICULAR,26,516.25,520.27
09PPR0106M,MATUTINO,PARTICULAR,25,723.73,705.25
09PPR0107L,MATUTINO,PARTICULAR,25,741.28,695.97
09PPR0111Y,MATUTINO,PARTICULAR,25,642.87,629.59
09PPR0112X,MATUTINO,PARTICULAR,25,738.26,678.6
09PPR0114V,MATUTINO,PARTICULAR,25,695.14,664.76
09PPR0115U,MATUTINO,PARTICULAR,25,673.57,640.66
09PPR0119Q,MATUTINO,PARTICULAR,25,684.85,688.97
09PPR0120F,MATUTINO,PARTICULAR,25,626.79,641.99
09PPR0121E,MATUTINO,PARTICULAR,15,650.57,570.23
09PPR0122D,MATUTINO,PARTICULAR,25,668.23,644.17
09PPR0123C,MATUTINO,PARTICULAR,25,663.93,632.33
09PPR0124B,MATUTINO,PARTICULAR,18,690.23,693.74
09PPR0126Z,MATUTINO,PARTICULAR,18,676.77,657.78
09PPR0128Y,MATUTINO,PARTICULAR,18,602.61,586.52
09PPR0129X,MATUTINO,PARTICULAR,18,661.93,583.94
09PPR0130M,MATUTINO,PARTICULAR,25,659.92,676.12
09PPR0131L,MATUTINO,PARTICULAR,25,595.18,594.58
09PPR0132K,MATUTINO,PARTICULAR,18,653.36,632.85
09PPR0133J,MATUTINO,PARTICULAR,25,654.12,614.86
09PPR0135H,MATUTINO,PARTICULAR,13,579.55,614.67
09PPR0136G,MATUTINO,PARTICULAR,25,653.74,681.32
09PPR0137F,MATUTINO,PARTICULAR,25,662.22,626.61
09PPR0138E,MATUTINO,PARTICULAR,25,690.78,629.27
09PPR0139D,MATUTINO,PARTICULAR,13,608.35,641.19
09PPR0141S,MATUTINO,PARTICULAR,17,619.16,641.6
09PPR0142R,MATUTINO,PARTICULAR,25,661.97,699.82
09PPR0144P,MATUTINO,PARTICULAR,18,633.73,633.95
09PPR0145O,MATUTINO,PARTICULAR,18,587.07,633.64
09PPR0146N,MATUTINO,PARTICULAR,17,607.03,619.67
09PPR0147M,MATUTINO,PARTICULAR,18,585.64,617.39
09PPR0148L,MATUTINO,PARTICULAR,18,640.4,607.41
09PPR0149K,MATUTINO,PARTICULAR,18,642.16,608.01
09PPR0150Z,MATUTINO,PARTICULAR,25,648.74,646.25
09PPR0152Y,MATUTINO,PARTICULAR,16,671.68,623.51
09PPR0153X,MATUTINO,PARTICULAR,18,694.02,648.21
09PPR0155V,MATUTINO,PARTICULAR,25,675.19,692.87
09PPR0157T,MATUTINO,PARTICULAR,25,644.23,685.92
09PPR0158S,MATUTINO,PARTICULAR,18,641.49,648.08
09PPR0159R,MATUTINO,PARTICULAR,25,647.81,576.99
09PPR0160G,MATUTINO,PARTICULAR,18,609.54,619.88
09PPR0161F,MATUTINO,PARTICULAR,16,638.68,601.71
