clave,turno,tipo,mun,esp_3,esp_6
09DPR1903J,MATUTINO,GENERAL,21,536.82,557.53
09DPR1904I,MATUTINO,GENERAL,19,496.15,506.61
09DPR1905H,VESPERTINO,GENERAL,3,545.65,503.99
09DPR1907F,MATUTINO,GENERAL,19,547.37,526.6
09DPR1908E,MATUTINO,GENERAL,21,545.17,532.73
09DPR1909D,VESPERTINO,GENERAL,19,527.07,544.62
09DPR1912R,VESPERTINO,GENERAL,19,505.16,477.2
09DPR1913Q,MATUTINO,GENERAL,19,581.99,612.35
09DPR1914P,MATUTINO,GENERAL,19,633.72,627.72
09DPR1915O,VESPERTINO,GENERAL,21,554.49,555.25
09DPR1916N,MATUTINO,GENERAL,19,555.49,608.52
09DPR1917M,VESPERTINO,GENERAL,19,605.9,556.79
09DPR1920Z,MATUTINO,GENERAL,21,546.91,559.31
09DPR1921Z,MATUTINO,GENERAL,19,590.74,583.49
09DPR1922Y,MATUTINO,GENERAL,21,552.79,550.87
09DPR1923X,VESPERTINO,GENERAL,16,454.2,536.33
09DPR1924W,MATUTINO,GENERAL,21,536.8,540.96
09DPR1926U,VESPERTINO,GENERAL,19,483.97,482.72
09DPR1927T,MATUTINO,GENERAL,19,547.3,555.64
09DPR1929R,MATUTINO,GENERAL,19,586.26,571.8
09DPR1930G,VESPERTINO,GENERAL,19,488.51,511.55
09DPR1931F,MATUTINO,GENERAL,21,530.58,543.23
09DPR1932E,MATUTINO,GENERAL,19,562.44,558.59
09DPR1933D,VESPERTINO,GENERAL,21,518.32,499.1
09DPR1934C,MATUTINO,GENERAL,21,576.69,535.7
09DPR1935B,MATUTINO,GENERAL,19,581.15,585.41
09DPR1936A,MATUTINO,GENERAL,21,525.06,556.4
09DPR1937Z,MATUTINO,GENERAL,21,562.67,571.37
09DPR1939Y,MATUTINO,GENERAL,3,589.32,573.25
09DPR1941M,MATUTINO,GENERAL,3,546.32,612.58
09DPR1942L,VESPERTINO,GENERAL,3,495.38,511.4
09DPR1943K,VESPERTINO,GENERAL,3,500.39,485.49
09DPR1944J,MATUTINO,GENERAL,3,511.45,575.49
09DPR1945I,MATUTINO,GENERAL,3,582.26,550.74
09DPR1947G,MATUTINO,GENERAL,3,544.94,531.17
09DPR1948F,MATUTINO,GENERAL,3,557.67,632.45
09DPR1949E,MATUTINO,GENERAL,3,559.23,547.6
09DPR1950U,MATUTINO,GENERAL,3,590.57,583.5
09DPR1951T,MATUTINO,GENERAL,3,547.43,529.21
09DPR1952S,MATUTINO,GENERAL,3,596.36,568
09DPR1953R,MATUTINO,GENERAL,3,558.56,572.75
09DPR1954Q,VESPERTINO,GENERAL,3,493.71,550.31
09DPR1955P,MATUTINO,GENERAL,3,581.33,578.25
09DPR1957N,MATUTINO,GENERAL,3,596.57,577.19
09DPR1958M,MATUTINO,GENERAL,3,517.92,535.57
09DPR1960A,VESPERTINO,GENERAL,3,553.28,495.59
09DPR1961Z,VESPERTINO,GENERAL,23,537.31,555.85
09DPR1962Z,MATUTINO,GENERAL,3,593.24,612.91
09DPR1963Y,MATUTINO,GENERAL,3,557.39,541.94
09DPR1965W,MATUTINO,GENERAL,3,551.55,551.17
09DPR1966V,VESPERTINO,GENERAL,23,488.7,485.93
09DPR1967U,VESPERTINO,GENERAL,3,512.96,520.23
09DPR1968T,MATUTINO,GENERAL,3,543.23,579.08
09DPR1969S,MATUTINO,GENERAL,3,560.86,556.77
09DPR1971G,VESPERTINO,GENERAL,3,503.71,528.77
09DPR1972F,VESPERTINO,GENERAL,3,518.36,477.03
09DPR1973E,VESPERTINO,GENERAL,3,488.86,503.28
09DPR1974D,MATUTINO,GENERAL,3,548.89,546.34
09DPR1975C,MATUTINO,GENERAL,3,537.84,535.26
09DPR1976B,MATUTINO,GENERAL,3,525.49,495.31
09DPR1977A,MATUTINO,GENERAL,3,554.57,548.2
09DPR1978Z,MATUTINO,GENERAL,3,560.54,581.63
09DPR1979Z,VESPERTINO,GENERAL,3,520.02,529.03
09DPR1980O,MATUTINO,GENERAL,3,548.59,535.57
09DPR1981N,VESPERTINO,GENERAL,3,513,567.39
09DPR1984K,MATUTINO,GENERAL,3,677.04,535.94
09DPR1985J,MATUTINO,GENERAL,23,618.42,546.51
09DPR1986I,VESPERTINO,GENERAL,23,580.38,580.73
09DPR1987H,MATUTINO,GENERAL,23,623.7,544.26
09DPR1988G,MATUTINO,GENERAL,23,554.71,597.06
09DPR1990V,VESPERTINO,GENERAL,23,513.52,466.06
09DPR1991U,MATUTINO,GENERAL,23,456.83,510.55
09DPR1992T,MATUTINO,GENERAL,23,526.36,577.98
09DPR1994R,MATUTINO,GENERAL,3,574.98,574.67
09DPR1995Q,MATUTINO,GENERAL,3,539.35,538.12
09DPR1996P,VESPERTINO,GENERAL,24,479.25,532.22
09DPR1997O,VESPERTINO,GENERAL,23,496.29,541.57
09DPR1998N,VESPERTINO,GENERAL,24,541.46,502.99
09DPR1999M,MATUTINO,GENERAL,23,525.93,569.38
09DPR2000B,MATUTINO,GENERAL,23,566.01,609.47
09DPR2001A,MATUTINO,GENERAL,23,590.86,583.63
09DPR2002Z,MATUTINO,GENERAL,23,502.79,507.22
09DPR2003Z,MATUTINO,GENERAL,23,593.74,588.45
09DPR2004Y,MATUTINO,GENERAL,23,522.3,554.42
09DPR2005X,MATUTINO,GENERAL,23,570.28,551.22
09DPR2006W,MATUTINO,GENERAL,23,548.71,561.32
09DPR2007V,MATUTINO,GENERAL,23,561.55,556.26
09DPR2008U,VESPERTINO,GENERAL,23,510.66,578.89
09DPR2009T,VESPERTINO,GENERAL,23,587.26,366.54
09DPR2010I,MATUTINO,GENERAL,23,632.48,533.18
09DPR2011H,MATUTINO,GENERAL,23,569.9,547.33
09DPR2012G,MATUTINO,GENERAL,23,541.84,556.91
09DPR2013F,VESPERTINO,GENERAL,24,514.25,540.81
09DPR2014E,VESPERTINO,GENERAL,23,494.19,536.94
09DPR2016C,MATUTINO,GENERAL,23,579.04,588.1
09DPR2017B,MATUTINO,GENERAL,23,551.6,592.58
09DPR2018A,VESPERTINO,GENERAL,23,530.73,513.23
09DPR2019Z,VESPERTINO,GENERAL,24,517.16,528.21
09DPR2020P,MATUTINO,GENERAL,22,527.6,560.63
09DPR2021O,MATUTINO,GENERAL,22,531.46,541.95
09DPR2022N,MATUTINO,GENERAL,22,534.22,555.64
09DPR2023M,MATUTINO,GENERAL,22,524.8,578.12
09DPR2024L,VESPERTINO,GENERAL,22,542.2,514.43
09DPR2025K,MATUTINO,GENERAL,24,512.19,541.07
09DPR2026J,MATUTINO,GENERAL,24,521.48,518.14
09DPR2027I,MATUTINO,GENERAL,22,556.03,556.2
09DPR2028H,MATUTINO,GENERAL,24,561.58,568.13
09DPR2029G,MATUTINO,GENERAL,24,516.86,515.23
09DPR2030W,MATUTINO,GENERAL,24,560.37,550.96
09DPR2031V,MATUTINO,GENERAL,20,536.28,557.72
09DPR2032U,MATUTINO,GENERAL,20,499.2,543.46
09DPR2033T,MATUTINO,GENERAL,20,586.64,568.09
09DPR2034S,MATUTINO,GENERAL,24,631.33,534.04
09DPR2035R,MATUTINO,GENERAL,20,528.81,511.72
09DPR2036Q,MATUTINO,GENERAL,24,524.98,550.14
09DPR2037P,VESPERTINO,GENERAL,24,472.93,502.19
09DPR2038O,MATUTINO,GENERAL,22,570.42,566.17
09DPR2039N,VESPERTINO,GENERAL,22,547.48,523.33
09DPR2040C,MATUTINO,GENERAL,20,524.5,554.87
09DPR2041B,MATUTINO,GENERAL,24,493.82,540.54
09DPR2042A,MATUTINO,GENERAL,20,546.25,534.19
09DPR2044Z,MATUTINO,GENERAL,24,523.63,560.18
09DPR2045Y,MATUTINO,GENERAL,24,558.94,571.88
09DPR2046X,MATUTINO,GENERAL,22,578.72,500.85
09DPR2047W,MATUTINO,GENERAL,24,544.34,546.86
09DPR2048V,VESPERTINO,GENERAL,24,504.06,520.67
09DPR2049U,MATUTINO,GENERAL,17,562.52,566.56
09DPR2050J,MATUTINO,GENERAL,16,530.55,519.71
09DPR2051I,MATUTINO,GENERAL,24,529.3,547.12
09DPR2052H,VESPERTINO,GENERAL,22,519.95,559.92
09DPR2053G,MATUTINO,GENERAL,20,529.43,655.07
09DPR2054F,MATUTINO,GENERAL,20,497.8,537.3
09DPR2055E,MATUTINO,GENERAL,22,540.07,562.28
09DPR2056D,VESPERTINO,GENERAL,22,538.45,503.06
09DPR2057C,MATUTINO,GENERAL,22,515.08,531.16
09DPR2058B,MATUTINO,GENERAL,22,572.66,555.42
09DPR2059A,MATUTINO,GENERAL,24,549.78,542.91
09DPR2060Q,MATUTINO,GENERAL,20,594.73,558.4
09DPR2061P,MATUTINO,GENERAL,23,546.67,553.3
09DPR2062O,MATUTINO,GENERAL,20,513.85,530.68
09DPR2063N,MATUTINO,GENERAL,24,522.52,548.81
09DPR2064M,MATUTINO,GENERAL,24,499.15,534.98
09DPR2065L,MATUTINO,GENERAL,24,549.19,554.2
09DPR2066K,VESPERTINO,GENERAL,16,518.09,567.81
09DPR2067J,MATUTINO,GENERAL,20,574.9,541.25
09DPR2068I,MATUTINO,GENERAL,24,573.58,545.85
09DPR2069H,MATUTINO,GENERAL,24,541.85,541.66
09DPR2070X,VESPERTINO,GENERAL,24,504.19,575.09
09DPR2072V,MATUTINO,GENERAL,24,519.95,556.2
09DPR2073U,MATUTINO,GENERAL,24,502.18,544.53
09DPR2074T,VESPERTINO,GENERAL,22,562.41,531.45
09DPR2075S,MATUTINO,GENERAL,24,496.17,524.59
09DPR2076R,MATUTINO,GENERAL,24,548.21,560.85
09DPR2077Q,MATUTINO,GENERAL,22,513.16,528.46
09DPR2078P,MATUTINO,GENERAL,20,514.99,564.42
09DPR2080D,MATUTINO,GENERAL,24,494.64,528.21
09DPR2081C,VESPERTINO,GENERAL,24,491.28,495.71
09DPR2083A,MATUTINO,GENERAL,17,582.01,565.16
09DPR2086Y,VESPERTINO,GENERAL,17,533.55,551.34
09DPR2087X,MATUTINO,GENERAL,18,517.9,552.15
09DPR2088W,MATUTINO,GENERAL,18,497.27,566.43
09DPR2089V,VESPERTINO,GENERAL,18,493.6,543.7
09DPR2090K,MATUTINO,GENERAL,18,565.97,622.82
09DPR2091J,MATUTINO,GENERAL,18,591.17,564.42
09DPR2093H,MATUTINO,GENERAL,18,506.59,563.43
09DPR2094G,VESPERTINO,GENERAL,18,567.43,575.94
09DPR2096E,VESPERTINO,GENERAL,26,483.31,470.95
09DPR2099B,MATUTINO,GENERAL,28,576.71,604.61
09DPR2100A,VESPERTINO,GENERAL,28,666.89,580.89
09DPR2103Y,MATUTINO,GENERAL,28,532.43,581.75
09DPR2108T,VESPERTINO,GENERAL,28,542.89,509.78
09DPR2109S,MATUTINO,GENERAL,18,587.1,587.52
09DPR2110H,VESPERTINO,GENERAL,18,528.16,557.65
09DPR2111G,VESPERTINO,GENERAL,18,516.98,544.86
09DPR2112F,MATUTINO,GENERAL,28,542.99,616.51
09DPR2115C,MATUTINO,GENERAL,16,491.16,504.46
09DPR2117A,MATUTINO,GENERAL,21,612.07,558.48
09DPR2119Z,VESPERTINO,GENERAL,18,520.72,548.11
09DPR2120O,VESPERTINO,GENERAL,21,485.59,522.24
09DPR2121N,VESPERTINO,GENERAL,21,466.57,510.1
09DPR2122M,MATUTINO,GENERAL,21,610.51,562.7
09DPR2124K,VESPERTINO,GENERAL,16,538.42,607.6
09DPR2127H,MATUTINO,GENERAL,13,559.37,556.48
09DPR2128G,VESPERTINO,GENERAL,13,515.01,500.37
09DPR2129F,MATUTINO,GENERAL,13,613.73,602.64
09DPR2130V,MATUTINO,GENERAL,16,536.63,531.62
09DPR2131U,VESPERTINO,GENERAL,16,535.38,581.15
09DPR2132T,VESPERTINO,GENERAL,13,582.62,588.26
09DPR2133S,MATUTINO,GENERAL,13,558.84,549.13
09DPR2134R,VESPERTINO,GENERAL,13,540.29,543.96
09DPR2135Q,MATUTINO,GENERAL,13,526.24,553.08
09DPR2136P,VESPERTINO,GENERAL,13,507.13,509.53
09DPR2138N,MATUTINO,GENERAL,13,566.04,510.9
09DPR2140B,MATUTINO,GENERAL,13,563.09,554.43
09DPR2141A,MATUTINO,GENERAL,27,588.96,573.34
09DPR2142Z,MATUTINO,GENERAL,27,547.49,558.98
09DPR2143Z,VESPERTINO,GENERAL,16,534.69,447.35
09DPR2144Y,MATUTINO,GENERAL,26,585.86,565.2
09DPR2145X,MATUTINO,GENERAL,27,557.1,549.77
09DPR2146W,MATUTINO,GENERAL,26,538.73,574.56
09DPR2147V,MATUTINO,GENERAL,13,540.3,560.26
09DPR2148U,MATUTINO,GENERAL,13,539.47,537.96
09DPR2149T,MATUTINO,GENERAL,13,515.31,513.61
09DPR2151H,MATUTINO,GENERAL,28,548.49,577.28
09DPR2152G,MATUTINO,GENERAL,16,522.6,532.46
09DPR2155D,VESPERTINO,GENERAL,16,559.07,583.51
09DPR2157B,MATUTINO,GENERAL,16,570.29,524.58
09DPR2158A,VESPERTINO,GENERAL,16,679.03,653.81
09DPR2159Z,MATUTINO,GENERAL,16,527.07,527.03
09DPR2161O,MATUTINO,GENERAL,16,585.83,571.9
09DPR2162N,VESPERTINO,GENERAL,16,518.68,525.17
09DPR2163M,MATUTINO,GENERAL,16,564.83,602.88
09DPR2164L,MATUTINO,GENERAL,16,558.47,561.21
09DPR2165K,MATUTINO,GENERAL,16,570.51,612.42
09DPR2166J,VESPERTINO,GENERAL,16,460.87,528.19
09DPR2167I,MATUTINO,GENERAL,16,544.96,584.82
09DPR2168H,VESPERTINO,GENERAL,16,536.01,621.92
09DPR2169G,MATUTINO,GENERAL,16,546.77,546.64
09DPR2171V,MATUTINO,GENERAL,16,528.88,555.13
09DPR2172U,VESPERTINO,GENERAL,16,497.02,520.96
09DPR2175R,MATUTINO,GENERAL,16,571.77,576.75
09DPR2176Q,VESPERTINO,GENERAL,16,488.06,549.26
09DPR2177P,MATUTINO,GENERAL,16,512.64,502.88
09DPR2178O,VESPERTINO,GENERAL,16,606.15,545.26
09DPR2179N,VESPERTINO,GENERAL,16,616.56,690.11
09DPR2180C,MATUTINO,GENERAL,16,578.85,569.89
09DPR2181B,VESPERTINO,GENERAL,16,562.92,562.42
09DPR2182A,MATUTINO,GENERAL,16,645.23,606.91
09DPR2184Z,MATUTINO,GENERAL,16,530.84,537.59
09DPR2185Y,VESPERTINO,GENERAL,16,454.31,501.86
09DPR2186X,MATUTINO,GENERAL,16,552.32,589.23
09DPR2187W,VESPERTINO,GENERAL,16,459.86,521.07
09DPR2189U,MATUTINO,GENERAL,16,558.44,558.7
09DPR2190J,VESPERTINO,GENERAL,16,490.19,494.42
09DPR2191I,MATUTINO,GENERAL,16,564.01,569.11
09DPR2193G,MATUTINO,GENERAL,16,588.98,495.89
09DPR2194F,VESPERTINO,GENERAL,16,498.79,519.85
09DPR2195E,MATUTINO,GENERAL,16,578.41,565.85
09DPR2196D,MATUTINO,GENERAL,16,559.98,541.95
09DPR2197C,VESPERTINO,GENERAL,16,524.58,522.64
09DPR2198B,MATUTINO,GENERAL,16,567.17,588.31
09DPR2200Z,MATUTINO,GENERAL,28,515.53,547.27
09DPR2201Z,VESPERTINO,GENERAL,28,524.58,550.01
09DPR2203X,MATUTINO,GENERAL,16,532.12,532.93
09DPR2204W,VESPERTINO,GENERAL,16,500.23,547.2
09DPR2205V,MATUTINO,GENERAL,28,570.65,520.54
09DPR2207T,MATUTINO,GENERAL,28,559.59,519.43
09DPR2208S,MATUTINO,GENERAL,28,555.11,533.77
09DPR2209R,VESPERTINO,GENERAL,28,484.95,548.96
09DPR2213D,MATUTINO,GENERAL,21,547.28,589.53
09DPR2214C,MATUTINO,GENERAL,21,543.7,541.51
09DPR2215B,MATUTINO,GENERAL,21,541.47,558.14
09DPR2216A,VESPERTINO,GENERAL,21,529.74,553.13
09DPR2217Z,MATUTINO,GENERAL,21,524.2,580.58
09DPR2218Z,MATUTINO,GENERAL,21,553.43,606.48
09DPR2220N,MATUTINO,GENERAL,21,554.28,520.76
09DPR2221M,MATUTINO,GENERAL,21,599.77,621.15
09DPR2222L,MATUTINO,GENERAL,21,528.82,585.11
09DPR2224J,VESPERTINO,GENERAL,19,449.33,509.89
09DPR2225I,MATUTINO,GENERAL,19,520.8,568.16
09DPR2226H,MATUTINO,GENERAL,21,506.81,452.99
09DPR2227G,MATUTINO,GENERAL,19,540.54,538.48
09DPR2228F,MATUTINO,GENERAL,21,563.95,564.28
09DPR2229E,MATUTINO,GENERAL,15,501.05,547.75
09DPR2230U,VESPERTINO,GENERAL,15,541.48,560.49
09DPR2231T,MATUTINO,GENERAL,23,583.91,586.98
09DPR2232S,MATUTINO,GENERAL,23,540.1,557.68
09DPR2233R,MATUTINO,GENERAL,23,497.3,527.52
09DPR2234Q,MATUTINO,GENERAL,23,587.5,594.78
09DPR2235P,MATUTINO,GENERAL,23,520.99,520.73
09DPR2236O,MATUTINO,GENERAL,21,547.02,567.07
09DPR2237N,MATUTINO,GENERAL,19,550.67,546.48
09DPR2238M,VESPERTINO,GENERAL,19,532.18,555.75
09DPR2239L,MATUTINO,GENERAL,21,554.9,598.12
09DPR2240A,VESPERTINO,GENERAL,21,537.35,545.27
09DPR2241Z,MATUTINO,GENERAL,15,542.21,546.31
09DPR2243Y,MATUTINO,GENERAL,26,535.96,584.4
09DPR2244X,MATUTINO,GENERAL,28,601.95,591.94
09DPR2245W,MATUTINO,GENERAL,17,556.44,574.18
09DPR2246V,VESPERTINO,GENERAL,17,546.08,561.04
09DPR2247U,VESPERTINO,GENERAL,17,559.99,485.57
09DPR2248T,VESPERTINO,GENERAL,18,577.49,536.24
09DPR2249S,VESPERTINO,GENERAL,18,523.55,564.03
09DPR2251G,MATUTINO,GENERAL,22,526.54,523.76
09DPR2252F,VESPERTINO,GENERAL,22,532.3,543.22
09DPR2253E,MATUTINO,GENERAL,22,530.57,561.69
09DPR2254D,VESPERTINO,GENERAL,18,569.53,511.46
09DPR2256B,VESPERTINO,GENERAL,3,555.6,588.68
09DPR2257A,MATUTINO,GENERAL,3,533.32,531.43
09DPR2258Z,VESPERTINO,GENERAL,18,529.66,481.77
09DPR2260O,MATUTINO,GENERAL,17,562.78,569.17
09DPR2261N,VESPERTINO,GENERAL,17,537.77,536.14
09DPR2262M,MATUTINO,GENERAL,18,552.99,577.54
09DPR2263L,VESPERTINO,GENERAL,18,531.09,541.28
09DPR2264K,VESPERTINO,GENERAL,17,537.33,573.01
09DPR2265J,MATUTINO,GENERAL,18,530.24,567.55
09DPR2266I,VESPERTINO,GENERAL,18,587.34,521.36
09DPR2267H,MATUTINO,GENERAL,18,571.19,560.24
09DPR2268G,VESPERTINO,GENERAL,18,523.26,586.35
09DPR2269F,VESPERTINO,GENERAL,27,592.3,511.14
09DPR2270V,MATUTINO,GENERAL,18,575.34,549.7
09DPR2271U,MATUTINO,GENERAL,18,503.79,510.91
09DPR2272T,VESPERTINO,GENERAL,18,516.7,552.76
09DPR2274R,MATUTINO,GENERAL,18,568.32,564.07
09DPR2275Q,MATUTINO,GENERAL,3,566.43,565.26
09DPR2276P,MATUTINO,GENERAL,28,582.67,558.17
09DPR2277O,VESPERTINO,GENERAL,28,506.86,545.22
09DPR2278N,MATUTINO,GENERAL,18,581.3,513.73
09DPR2279M,VESPERTINO,GENERAL,18,674.75,675.46
09DPR2280B,MATUTINO,GENERAL,3,557.62,586.81
09DPR2281A,MATUTINO,GENERAL,18,597.97,545.5
09DPR2283Z,MATUTINO,GENERAL,3,601.89,596.56
09DPR2284Y,MATUTINO,GENERAL,18,577.3,587.91
09DPR2285X,MATUTINO,GENERAL,3,564.98,558.15
09DPR2286W,MATUTINO,GENERAL,17,541.49,562.23
09DPR2288U,MATUTINO,GENERAL,18,550.07,552.37
09DPR2289T,MATUTINO,GENERAL,17,606.95,590.2
09DPR2291H,MATUTINO,GENERAL,25,602.06,589.86
09DPR2292G,VESPERTINO,GENERAL,21,487.76,564.54
09DPR2293F,MATUTINO,GENERAL,21,493.1,522.4
09DPR2294E,VESPERTINO,GENERAL,19,581.92,549.92
09DPR2295D,MATUTINO,GENERAL,23,506.65,532.53
09DPR2296C,VESPERTINO,GENERAL,21,516.88,536.6
09DPR2297B,MATUTINO,GENERAL,23,539.15,561.88
09DPR2298A,VESPERTINO,GENERAL,23,541.08,585.23
09DPR2299Z,MATUTINO,GENERAL,21,484.51,584.46
09DPR2300Z,MATUTINO,GENERAL,21,538.8,577.98
09DPR2301Y,MATUTINO,GENERAL,23,537.35,567.76
09DPR2302X,MATUTINO,GENERAL,23,555.33,583.56
09DPR2303W,VESPERTINO,GENERAL,21,567.34,574.34
09DPR2304V,VESPERTINO,GENERAL,13,462.68,572.74
09DPR2305U,VESPERTINO,GENERAL,21,473.36,528
09DPR2309Q,MATUTINO,GENERAL,17,501.7,523.53
09DPR2310F,MATUTINO,GENERAL,17,516.97,522.92
09DPR2311E,MATUTINO,GENERAL,27,653.61,673.05
09DPR2312D,MATUTINO,GENERAL,17,472.03,508.59
09DPR2313C,MATUTINO,GENERAL,28,556.26,550.4
09DPR2314B,MATUTINO,GENERAL,18,541.9,564.87
09DPR2316Z,VESPERTINO,GENERAL,16,453.17,567.95
09DPR2317Z,MATUTINO,GENERAL,18,522.3,537.54
09DPR2318Y,MATUTINO,GENERAL,28,564.01,538.28
09DPR2319X,MATUTINO,GENERAL,28,559.8,543.4
09DPR2320M,VESPERTINO,GENERAL,26,535.48,542.46
09DPR2321L,MATUTINO,GENERAL,26,539.84,546.72
09DPR2324I,MATUTINO,GENERAL,26,532.42,473.58
09DPR2327F,MATUTINO,GENERAL,28,498.7,509.54
09DPR2329D,MATUTINO,GENERAL,26,549.17,559.15
09DPR2330T,VESPERTINO,GENERAL,26,618.84,535.73
09DPR2331S,MATUTINO,GENERAL,26,543.16,528.34
09DPR2333Q,VESPERTINO,GENERAL,28,570.85,552.82
09DPR2334P,MATUTINO,GENERAL,26,482.33,520.6
09DPR2335O,MATUTINO,GENERAL,26,551.12,502.84
09DPR2336N,MATUTINO,GENERAL,26,548.2,542.91
09DPR2338L,VESPERTINO,GENERAL,26,513.07,525.97
09DPR2339K,VESPERTINO,GENERAL,26,532.98,535.06
09DPR2340Z,MATUTINO,GENERAL,28,523.15,533.71
09DPR2342Y,VESPERTINO,GENERAL,26,512.78,522.14
09DPR2343X,MATUTINO,GENERAL,26,533.71,533.08
09DPR2345V,VESPERTINO,GENERAL,26,529.9,501.12
09DPR2346U,MATUTINO,GENERAL,26,535.8,537.24
09DPR2348S,MATUTINO,GENERAL,28,481.83,512.96
09DPR2349R,VESPERTINO,GENERAL,28,486.29,516.31
09DPR2352E,MATUTINO,GENERAL,26,567.48,571.62
09DPR2354C,MATUTINO,GENERAL,26,492.45,507.05
09DPR2355B,MATUTINO,GENERAL,27,560.49,537.82
09DPR2357Z,MATUTINO,GENERAL,26,511.85,536.02
09DPR2361M,MATUTINO,GENERAL,26,523.58,548.13
09DPR2362L,MATUTINO,GENERAL,26,563.83,517.69
09DPR2364J,VESPERTINO,GENERAL,26,610.93,511.18
09DPR2366H,MATUTINO,GENERAL,26,685.97,584.17
09DPR2368F,VESPERTINO,GENERAL,26,615.93,518.61
09DPR2369E,MATUTINO,GENERAL,26,558.66,534.28
09DPR2371T,VESPERTINO,GENERAL,28,604.32,527.06
09DPR2372S,VESPERTINO,GENERAL,28,501.86,496.08
09DPR2373R,MATUTINO,GENERAL,28,527.62,587.96
09DPR2376O,MATUTINO,GENERAL,26,564.99,488.49
09DPR2377N,MATUTINO,GENERAL,28,455.71,467.23
09DPR2378M,MATUTINO,GENERAL,26,492.78,547.18
09DPR2379L,MATUTINO,GENERAL,26,497.35,512.56
09DPR2380A,MATUTINO,GENERAL,28,518.36,520.85
09DPR2381Z,MATUTINO,GENERAL,26,539.9,618.61
09DPR2383Y,VESPERTINO,GENERAL,26,483.36,576.33
09DPR2384X,MATUTINO,GENERAL,26,556.81,569.46
09DPR2385W,VESPERTINO,GENERAL,28,580.31,534.68
09DPR2386V,MATUTINO,GENERAL,28,495.2,462.67
09DPR2388T,MATUTINO,GENERAL,26,545.2,524.5
09DPR2389S,MATUTINO,GENERAL,26,531.63,589.45
09DPR2390H,VESPERTINO,GENERAL,26,521.65,575.79
09DPR2391G,MATUTINO,GENERAL,26,488.49,528.18
09DPR2393E,MATUTINO,GENERAL,26,483.06,518.91
09DPR2395C,MATUTINO,GENERAL,27,564.12,551.12
09DPR2396B,VESPERTINO,GENERAL,28,490.41,474.63
09DPR2398Z,VESPERTINO,GENERAL,28,516.16,558.08
09DPR2400Y,MATUTINO,GENERAL,26,544.47,567.12
09DPR2402W,MATUTINO,GENERAL,26,528.29,555.76
09DPR2406S,MATUTINO,GENERAL,28,490.34,519.81
09DPR2407R,MATUTINO,GENERAL,26,544.52,536.05
09DPR2408Q,MATUTINO,GENERAL,26,587.4,547.12
09DPR2409P,MATUTINO,GENERAL,28,535.82,495.79
09DPR2410E,VESPERTINO,GENERAL,26,546.55,550.02
09DPR2411D,MATUTINO,GENERAL,26,526.4,551.38
09DPR2414A,VESPERTINO,GENERAL,26,500.69,513.66
09DPR2415Z,VESPERTINO,GENERAL,26,547.14,563.6
09DPR2417Y,MATUTINO,GENERAL,26,619.57,547.29
09DPR2420L,VESPERTINO,GENERAL,26,527.27,526.13
09DPR2424H,MATUTINO,GENERAL,17,440,489.74
09DPR2425G,MATUTINO,GENERAL,3,582.74,591.31
09DPR2426F,MATUTINO,GENERAL,18,541.98,522.12
09DPR2427E,MATUTINO,GENERAL,26,537.77,595.29
09DPR2428D,MATUTINO,GENERAL,28,540.36,548.71
09DPR2429C,MATUTINO,GENERAL,26,599.34,469.29
09DPR2430S,MATUTINO,GENERAL,26,545.15,540.89
09DPR2431R,MATUTINO,GENERAL,26,593.43,598.6
09DPR2432Q,MATUTINO,GENERAL,26,569.53,582.04
09DPR2434O,MATUTINO,GENERAL,26,553.09,588.69
09DPR2435N,MATUTINO,GENERAL,26,550.98,567.67
09DPR2436M,MATUTINO,GENERAL,28,508.69,529.38
09DPR2438K,VESPERTINO,GENERAL,28,494.13,485.73
09DPR2441Y,MATUTINO,GENERAL,26,527.76,535.99
09DPR2442X,VESPERTINO,GENERAL,26,611.82,574.87
09DPR2444V,VESPERTINO,GENERAL,26,504.43,570.32
09DPR2446T,MATUTINO,GENERAL,13,562.16,519.26
09DPR2447S,VESPERTINO,GENERAL,13,554.07,523.05
09DPR2448R,VESPERTINO,GENERAL,28,466.64,488.05
09DPR2450F,MATUTINO,GENERAL,28,578.2,591.95
09DPR2451E,MATUTINO,GENERAL,3,564.44,503.51
09DPR2453C,MATUTINO,GENERAL,26,586.19,560.47
09DPR2454B,MATUTINO,GENERAL,26,559.33,509.52
09DPR2455A,MATUTINO,GENERAL,18,541.35,509.14
09DPR2457Z,MATUTINO,GENERAL,13,540.36,567.24
09DPR2458Y,MATUTINO,GENERAL,16,526.87,521.53
09DPR2459X,MATUTINO,GENERAL,3,526.3,498.76
09DPR2460M,MATUTINO,GENERAL,22,525.41,554.36
09DPR2461L,MATUTINO,GENERAL,3,570.13,567.37
09DPR2463J,MATUTINO,GENERAL,26,524.65,540.28
09DPR2465H,VESPERTINO,GENERAL,24,553.78,565.22
09DPR2466G,VESPERTINO,GENERAL,18,544.88,537.81
09DPR2467F,MATUTINO,GENERAL,3,588.31,555.57
09DPR2469D,VESPERTINO,GENERAL,18,494.92,538.4
09DPR2470T,MATUTINO,GENERAL,18,507.49,539.41
09DPR2471S,VESPERTINO,GENERAL,18,487.28,600
09DPR2472R,VESPERTINO,GENERAL,20,498.27,523.13
09DPR2473Q,VESPERTINO,GENERAL,23,539.98,541.09
09DPR2475O,VESPERTINO,GENERAL,22,509.53,508.01
